Id,Release_Date,Title,Vote_Average,Original_Language,Genre
9233,1981-11-20,"The Looney, Looney, Looney Bugs Bunny Movie",7.1,en,"Animation, Comedy, Family"
9234,1985-05-15,Mishima: A Life in Four Chapters,7.8,en,Drama
9235,2019-01-28,Silhouette,5.3,en,"Horror, Drama, Thriller"
9236,1951-06-28,The Lavender Hill Mob,7.2,en,"Comedy, Crime"
9237,2014-04-19,Ask Me Anything,5.6,en,Drama
9238,1969-07-14,Guns of the Magnificent Seven,5,en,Western
9239,1995-01-13,Tales from the Crypt: Demon Knight,6.8,en,"Horror, Comedy, Thriller"
9240,2019-09-25,Battle of Jangsari,6.8,ko,"Drama, History, War"
9241,2019-12-13,After She Wakes,5.1,en,"Horror, Thriller"
9242,1993-09-10,The Real McCoy,5.7,en,"Action, Crime, Drama, Thriller"
9243,2010-06-17,Wild Target,6.4,en,"Action, Comedy"
9244,2001-10-23,Wishmaster 3: Beyond the Gates of Hell,4.5,en,"Thriller, Horror"
9245,2020-03-25,Crip Camp: A Disability Revolution,7.2,en,Documentary
9246,2012-11-09,Cirque du Soleil: Worlds Away,7,en,"Fantasy, Family, Music, Drama"
9247,2000-01-23,The Little Mermaid II: Return to the Sea,6.4,en,"Animation, Adventure, Family, Comedy"
9248,2012-12-25,The Tower,7,ko,"Action, Drama"
9249,2021-01-15,The Lift,6,es,"Science Fiction, Romance, Comedy"
9250,2017-09-20,Barbie: Dolphin Magic,6.9,en,"Animation, Adventure, Family, Fantasy"
9251,2011-06-30,The Tuche Family,6,fr,Comedy
9252,1994-12-10,Godzilla vs. SpaceGodzilla,6.6,ja,"Action, Adventure, Science Fiction"
9253,1999-03-06,Yu?Gi?Oh!,7,ja,"Adventure, Animation, Fantasy"
9254,2020-02-27,Miss Fisher and the Crypt of Tears,5.8,en,"Drama, Adventure, Mystery"
9255,2016-01-31,Grease Live,7.1,en,"TV Movie, Music"
9256,2004-09-12,Empire of Dreams: The Story of the Star Wars Trilogy,7.7,en,Documentary
9257,2017-05-16,American Wrestler: The Wizard,7.5,en,Drama
9258,2002-04-05,The Way Home,7.8,ko,"Drama, Family"
9259,2016-03-03,To Steal from a Thief,6.2,es,"Crime, Thriller"
9260,2001-01-18,Super Troopers,6.6,en,"Comedy, Crime, Mystery"
9261,1993-03-05,Swing Kids,6.7,en,"Music, Drama"
9262,2009-05-28,Partly Cloudy,7.9,en,"Animation, Family, Comedy"
9263,2013-10-01,Dead in Tombstone,5,en,"Western, Action, Fantasy, Horror, Drama"
9264,1961-08-12,The Pit and the Pendulum,6.9,en,"Horror, Mystery, Thriller"
9265,2009-11-10,Curious George: A Very Monkey Christmas,6.9,en,"Animation, Family, TV Movie"
9266,2006-10-20,Catch and Release,5.9,en,"Comedy, Drama, Romance"
9267,1958-08-14,The Defiant Ones,7.1,en,"Crime, Drama"
9268,2014-12-03,The Connection,7.1,fr,"Action, Crime, Thriller"
9269,1983-11-18,Sleepaway Camp,6.3,en,Horror
9270,1963-05-28,Hud,7.3,en,"Western, Drama"
9271,2009-04-19,The Courageous Heart of Irena Sendler,7.1,en,"Drama, War"
9272,1993-06-04,Guilty as Sin,5.8,en,"Drama, Thriller, Mystery"
9273,1986-10-17,The Color of Money,6.8,en,Drama
9274,2007-02-14,La Vie en Rose,7.5,fr,"Music, Drama"
9275,2002-01-04,D-Tox,5.6,en,Thriller
9276,2003-09-26,Dead End,6.4,en,"Mystery, Horror, Thriller"
9277,2013-03-01,This Is Our Time,5.9,en,Drama
9278,2018-05-01,Avengers Grimm: Time Wars,4.9,en,"Action, Adventure, Fantasy"
9279,2016-09-09,Devil's Bride,5.9,fi,"Drama, History"
9280,1970-12-14,Santa Claus Is Comin' to Town,7.1,en,"TV Movie, Animation, Family, Fantasy"
9281,1999-11-05,The Bachelor,5.2,en,"Comedy, Romance"
9282,2020-12-09,Rose Island,7.1,it,"Comedy, Adventure"
9283,1982-05-15,The Rape,5,ja,Drama
9284,2016-04-22,A Hologram for the King,5.8,en,"Comedy, Drama"
9285,1956-05-07,The Searchers,7.8,en,Western
9286,2021-09-09,Blood Brothers: Malcolm X and Muhammad Ali,7.6,en,"Documentary, History"
9287,2017-11-17,The Breadwinner,7.9,en,"War, Drama, Animation"
9288,1965-03-03,The Gospel According to Matthew,7.4,it,"History, Drama"
9289,1994-06-10,City Slickers II: The Legend of Curly's Gold,5.2,en,"Action, Comedy, Drama, Western"
9290,2017-09-21,The Captain,7.1,de,"War, Drama, History"
9291,1994-07-01,Blown Away,6.1,en,"Thriller, Action, Crime, Drama"
9292,2018-03-08,The Resistance Banker,6.7,nl,"War, Drama"
9293,2017-09-15,Haikyuu!! Movie 3: Genius and Sense,7.8,ja,"Animation, Comedy, Drama"
9294,2006-05-02,Second in Command,5.8,en,Action
9295,2019-06-20,Beanpole,7.2,ru,Drama
9296,2015-06-08,Zombie Massacre 2: Reich of the Dead,4.6,en,"Horror, War"
9297,1998-05-01,Les Misérables,7.2,en,"Crime, Drama, History, Romance"
9298,2007-04-28,Rise: Blood Hunter,5,en,"Action, Adventure, Horror, Thriller"
9299,1979-07-13,The Wanderers,7.1,en,Drama
9300,1991-10-04,Ricochet,6.1,en,"Crime, Thriller, Action"
9301,2018-03-01,A Wizard's Tale,5.9,en,"Comedy, Animation, Adventure, Family, Fantasy"
9302,1967-03-15,Gamera vs. Gyaos,6.6,ja,"Action, Adventure, Horror, Science Fiction"
9303,2020-06-10,The Red Ghost,6.6,ru,"War, Drama, History"
9304,2020-05-19,Body Cam,6.3,en,"Horror, Thriller, Mystery"
9305,1967-05-27,Samurai Rebellion,8.2,ja,"Drama, Action"
9306,1980-02-07,Inferno,6.7,it,"Horror, Thriller"
9307,2018-08-02,Destination Wedding,5.7,en,"Romance, Comedy, Drama"
9308,2006-10-28,Hellboy Animated: Sword of Storms,6.2,en,"TV Movie, Fantasy, Animation, Action, Thriller, Science Fiction, Horror"
9309,2018-06-15,Bao,7.6,en,"Animation, Family, Fantasy"
9310,1994-07-15,Angels in the Outfield,5.9,en,"Comedy, Drama, Family, Fantasy"
9311,2015-01-26,Curious George 3: Back to the Jungle,6.8,en,"Animation, Family, Adventure"
9312,2015-03-13,The Fencer,7,et,"Drama, History"
9313,2022-02-17,Eleven Silent Men,2.5,ru,Drama
9314,2013-07-11,Sharknado,3.9,en,"Fantasy, Horror, Action, Comedy, TV Movie, Science Fiction"
9315,2018-12-23,Christmas Made to Order,6.2,en,"TV Movie, Romance"
9316,2011-09-23,Dolphin Tale,6.9,en,"Drama, Family"
9317,2005-03-04,Be Cool,5.4,en,"Comedy, Crime"
9318,1943-07-16,Batman,6.6,en,"Action, Adventure, Crime, Science Fiction, Thriller, War"
9319,2005-05-13,The Crow: Wicked Prayer,3.4,en,"Action, Horror, Thriller, Fantasy"
9320,1957-10-12,The Cranes Are Flying,8,ru,"Drama, Romance, War"
9321,2005-08-20,Noroi: The Curse,6.8,ja,"Horror, Mystery, Thriller"
9322,2002-10-09,Bowling for Columbine,7.6,en,Documentary
9323,2019-09-20,Hello World,7.2,ja,"Science Fiction, Romance, Animation"
9324,2020-08-28,I'm Thinking of Ending Things,6.6,en,"Drama, Mystery"
9325,1994-12-16,Immortal Beloved,7.1,en,"Drama, Music, Romance"
9326,1963-03-01,High and Low,8.3,ja,"Crime, Drama, Mystery, Thriller"
9327,2017-09-29,SPF-18,4.4,en,"Romance, Drama"
9328,2008-04-10,Big Buck Bunny,6.5,en,"Animation, Comedy, Family"
9329,2001-09-18,Vidocq,5.9,fr,"Fantasy, Action, Thriller, Crime, Science Fiction, Mystery"
9330,1980-08-14,The Octagon,5.1,en,"Adventure, Action, Thriller"
9331,1994-03-23,Above the Rim,6.9,en,Crime
9332,1996-07-05,Phenomenon,6.3,en,"Drama, Fantasy, Romance, Science Fiction"
9333,2019-11-22,3022,5.5,en,Science Fiction
9334,1980-08-01,Raise the Titanic,5.5,en,Adventure
9335,2017-02-24,While the Wolf's Away,7.6,es,"Mystery, Drama, Thriller"
9336,1980-12-12,Stir Crazy,6.5,en,Comedy
9337,2016-12-21,Dangal,8,hi,"Drama, Action"
9338,2015-01-24,Ratter,5.1,en,"Drama, Horror, Thriller"
9339,2000-02-22,Wonder Boys,6.9,en,"Comedy, Drama"
9340,1971-12-20,Macbeth,7.1,en,"War, Drama"
9341,2012-02-10,LOL,6.1,en,"Drama, Comedy, Romance"
9342,2021-09-10,Some Like It Rare,6.9,fr,"Comedy, Horror"
9343,2019-12-26,Union of Salvation,6.9,ru,"Drama, History, Adventure"
9344,1986-08-02,A Better Tomorrow,7.4,zh,"Action, Crime, Drama"
9345,1992-10-02,Hero,6.4,en,"Drama, Comedy, Thriller, Mystery"
9346,2006-10-23,No Time for Nuts,7.3,en,"Adventure, Animation, Family, TV Movie"
9347,2018-09-19,The Negotiation,7,ko,"Crime, Action, Thriller"
9348,2009-08-05,Garfield's Pet Force,5.7,en,"Animation, Comedy, Family"
9349,2003-03-08,The Green Butchers,7.2,da,Comedy
9350,1984-10-25,Body Double,6.7,en,"Crime, Mystery, Thriller"
9351,1999-04-23,Lost & Found,5.2,en,"Comedy, Romance"
9352,2004-01-28,RRRrrrr!!!,6.3,fr,Comedy
9353,2011-12-03,K-ON! The Movie,7.9,ja,"Animation, Family, Adventure, Comedy, Music"
9354,2012-02-02,Big Miracle,6.6,en,"Drama, Romance, Adventure"
9355,1980-11-25,Little Lord Fauntleroy,7.4,en,"TV Movie, Family, Drama"
9356,2013-03-15,Return to Nim's Island,6.4,en,"Family, Adventure"
9357,1981-12-20,Taps,6.9,en,"War, Drama"
9358,2011-10-12,The Artist,7.4,en,"Drama, Comedy, Romance"
9359,2020-10-23,The Call,5.4,en,"Horror, Thriller"
9360,1998-12-01,The Land Before Time VI: The Secret of Saurus Rock,6.1,en,"Animation, Adventure, Family"
9361,2008-03-08,Doraemon: Nobita and the Green Giant Legend,6.4,ja,"Adventure, Animation, Family"
9362,2013-01-30,The Berlin File,6.7,ko,"Action, Thriller"
9363,1991-09-30,The Man in the Moon,7.3,en,"Drama, Family, Romance"
9364,1985-06-22,The Emerald Forest,6.7,en,"Action, Adventure, Drama"
9365,2017-06-24,My Favorite Wedding,7.1,en,"Comedy, Romance, TV Movie"
9366,1979-12-18,The Black Hole,5.8,en,"Adventure, Family, Science Fiction, Action"
9367,1955-08-26,The Night of the Hunter,7.9,en,"Crime, Drama, Thriller"
9368,2005-02-20,Jesse Stone: Stone Cold,7,en,"Crime, Drama, Thriller, TV Movie"
9369,1950-12-25,Born Yesterday,7.2,en,"Comedy, Romance, Drama"
9370,1988-11-10,I'm Gonna Git You Sucka,6.3,en,"Comedy, Action, Crime"
9371,1986-11-21,Firewalker,5.4,en,"Action, Adventure, Comedy"
9372,2006-01-06,Running Scared,7,en,"Action, Crime, Drama, Thriller"
9373,1984-01-01,Bruce Lee: The Legend,8.2,en,Documentary
9374,2013-03-09,Hanasaku Iroha: Home Sweet Home,6.1,ja,"Animation, Drama, Comedy"
9375,1927-08-12,Wings,7.2,en,"Drama, Action, War, Romance"
9376,2001-06-29,Crazy/Beautiful,6.6,en,"Drama, Romance"
9377,2018-04-21,Liz and the Blue Bird,7.1,ja,"Animation, Drama, Music"
9378,1976-12-22,Voyage of the Damned,6.1,en,"Drama, War"
9379,2007-02-09,Goal! II: Living the Dream,5.9,en,Drama
9380,2005-05-14,Flower & Snake II,6.5,ja,"Drama, Thriller, Romance"
9381,2021-08-19,Checkered Ninja 2,6.3,da,"Animation, Comedy"
9382,2002-10-18,Auto Focus,6.4,en,"Crime, Drama"
9383,1998-01-16,Hard Rain,5.8,en,"Thriller, Crime, Action"
9384,2017-06-27,Alien Convergence,4.1,en,"Horror, Action, Science Fiction"
9385,2015-04-12,Desierto,6.1,en,"Thriller, Drama"
9386,2009-04-24,Obsessed,5.8,en,"Drama, Thriller"
9387,2017-10-25,"Marry Me, Dude",6.3,fr,Comedy
9388,2018-02-02,Scorched Earth,5.3,en,"Action, Science Fiction"
9389,1985-09-04,Urusei Yatsura: Remember My Love,5.1,ja,"Science Fiction, Animation, Comedy, Fantasy, Romance"
9390,1997-08-08,Conspiracy Theory,6.6,en,"Action, Drama, Mystery, Thriller"
9391,2020-04-09,Kung Fu Master Huo Yuanjia,10,zh,"Action, Drama"
9392,2018-09-28,Under the Sea: A Descendants Story,7.7,en,"Music, TV Movie, Fantasy"
9393,1991-08-01,Barton Fink,7.5,en,"Comedy, Drama"
9394,2007-04-13,Redline,5,en,"Action, Drama, Thriller"
9395,2008-04-10,Prom Night,5.1,en,"Horror, Crime, Drama"
9396,1987-02-27,Some Kind of Wonderful,6.8,en,"Drama, Romance"
9397,1999-06-18,The General's Daughter,6.4,en,"Thriller, Mystery, Drama, Crime"
9398,2014-03-08,Effie Gray,5.9,en,Drama
9399,2012-06-08,Safety Not Guaranteed,6.8,en,"Comedy, Romance, Science Fiction, Drama"
9400,2007-10-22,Lions for Lambs,6,en,"Action, Adventure, Drama, History"
9401,2020-02-15,Hacksaw,5.3,en,Horror
9402,2000-09-15,A Dog's Will,8.5,pt,"Adventure, Comedy"
9403,2009-08-22,Cencoroll,6.1,ja,"Animation, Science Fiction"
9404,2012-12-19,The Guilt Trip,5.5,en,Comedy
9405,2015-04-03,While We're Young,5.9,en,"Comedy, Drama, Mystery"
9406,1980-07-25,Caddyshack,6.7,en,Comedy
9407,2017-10-31,Like.Share.Follow.,5.2,en,"Horror, Thriller, Romance"
9408,2020-04-16,The Secret: Dare to Dream,7.3,en,"Drama, Romance"
9409,1950-12-04,Harvey,7.7,en,"Comedy, Fantasy"
9410,2020-07-09,Made in Italy,6,en,"Comedy, Drama"
9411,2018-04-25,Woman Walks Ahead,6.8,en,"Drama, History, Western"
9412,2007-10-05,Timecrimes,7,es,"Science Fiction, Thriller"
9413,2002-08-21,The Guru,5.2,en,"Comedy, Romance"
9414,2017-12-01,The Tribes of Palos Verdes,5.3,en,Drama
9415,1938-10-07,The Lady Vanishes,7.5,en,"Mystery, Thriller"
9416,2017-10-05,Spielberg,7.6,en,"Documentary, TV Movie"
9417,2017-01-18,Confidential Assignment,6.9,ko,Action
9418,1992-05-23,The Oil-Hell Murder,5.5,ja,Drama
9419,2017-11-29,Cómo Filmar Una XXX,5.9,es,Comedy
9420,1995-08-25,Lord of Illusions,6,en,"Horror, Fantasy"
9421,2020-01-17,32 Malasana Street,6.5,es,Horror
9422,2020-07-23,Becky,6.4,en,"Thriller, Crime, Horror"
9423,2008-03-07,College Road Trip,5.5,en,"Comedy, Family"
9424,1985-03-01,The Sure Thing,6.6,en,"Comedy, Romance"
9425,1995-04-23,Crying Freeman,6.3,en,"Action, Crime"
9426,2018-05-19,The Man Who Killed Don Quixote,6.8,en,"Adventure, Comedy, Drama, Fantasy"
9427,2003-01-17,A Guy Thing,5.9,en,"Comedy, Romance"
9428,1988-02-26,Hairspray,6.9,en,"Comedy, Drama, Family, Music, Romance"
9429,2016-08-31,Nocturama,6.5,fr,"Drama, Thriller"
9430,1977-01-05,Emanuelle in America,5.1,it,"Drama, Mystery"
9431,2018-11-23,I Am Jonas,6.8,fr,"Drama, Romance, TV Movie"
9432,2013-11-28,The Trials of Cate McCall,6.3,en,Drama
9433,1999-10-01,Drive Me Crazy,6.4,en,"Drama, Comedy, Romance"
9434,2008-09-19,Ghost Town,6.5,en,"Comedy, Fantasy, Romance"
9435,1990-12-14,Look Who's Talking Too,5.5,en,"Romance, Comedy"
9436,2017-09-01,About Love. Adults Only,6.1,ru,"Romance, Comedy, Drama"
9437,2009-08-21,Post Grad,5,en,"Comedy, Drama"
9438,2009-10-29,An Education,6.9,en,"Drama, Romance"
9439,1980-09-10,The Big Brawl,6.1,en,"Action, Comedy"
9440,2011-09-16,Carnage,7.2,en,"Comedy, Drama"
9441,2007-02-23,Ghost in the Shell: Stand Alone Complex - Solid State Society,7.5,ja,"Animation, Action, Thriller, Crime, Science Fiction"
9442,1983-06-03,WarGames,7.1,en,Action
9443,2016-10-08,The Drowning,4.5,en,"Drama, Thriller"
9444,1947-12-23,"¡A Volar, Joven!",7.9,es,Comedy
9445,1997-01-01,The Swan Princess: Escape from Castle Mountain,6,en,"Family, Fantasy, Animation, Romance"
9446,2005-11-01,Love Wrecked,5.1,en,"Family, Romance"
9447,1942-03-26,Reap the Wild Wind,6.6,en,"Adventure, Drama, Romance"
9448,1982-06-13,Firefox,6,en,"Science Fiction, Action, Adventure, Thriller"
9449,2000-10-06,Tigerland,6.6,en,"Drama, War"
9450,1995-12-29,Dead Man Walking,7.4,en,Drama
9451,1941-11-14,Suspicion,7.1,en,"Mystery, Romance, Thriller"
9452,2006-05-23,Hollow Man II,4.9,en,"Horror, Action, Thriller, Science Fiction"
9453,1993-12-01,Little Buddha,6.3,en,"Drama, History"
9454,1997-12-25,Mr. Magoo,4.4,en,"Comedy, Family"
9455,2011-07-28,Assassination Games,6.2,en,Action
9456,1986-01-17,Troll,4.9,en,"Fantasy, Horror"
9457,2015-02-13,Sex Story: Fifty Shades of Grey,5.3,en,Documentary
9458,1987-11-27,3 Men and a Baby,6.2,en,"Family, Comedy"
9459,1958-07-16,The Fly,7.1,en,"Drama, Horror, Science Fiction"
9460,2014-08-07,Brotherhood of Blades,6.6,zh,"Romance, Action, Drama"
9461,1968-05-16,The Odd Couple,7.6,en,Comedy
9462,1971-01-15,Vanishing Point,7.2,en,"Action, Drama"
9463,2007-11-14,Southland Tales,5,en,"Comedy, Science Fiction, Drama, Mystery, Thriller"
9464,2010-01-19,Smokin' Aces 2: Assassins' Ball,5.4,en,"Action, Comedy"
9465,2018-11-08,My Best Friend,7.1,es,Drama
9466,2006-07-04,Population 436,5.8,en,"Horror, Thriller"
9467,1984-12-14,"Ronia, The Robber's Daughter",6.9,sv,"Adventure, Drama, Fantasy, Family"
9468,2013-12-31,One Piece Episode of Merry: The Tale of One More Friend,7.3,ja,"Action, Animation, Adventure, Comedy, Drama, Family, Fantasy"
9469,2004-10-22,Sideways,7.1,en,"Comedy, Drama, Romance"
9470,1994-02-05,Legend of the Red Dragon,6.6,cn,"Action, Comedy, Adventure"
9471,2007-08-31,Death Sentence,6.6,en,"Action, Crime, Drama, Thriller"
9472,2010-06-04,Get Him to the Greek,5.9,en,"Comedy, Adventure, Music"
9473,1994-02-04,My Father the Hero,5.4,en,"Comedy, Family, Romance"
9474,1943-03-05,Frankenstein Meets the Wolf Man,6.3,en,Horror
9475,2006-09-09,All the Boys Love Mandy Lane,5.5,en,"Horror, Mystery, Thriller"
9476,2015-08-07,Cop Car,5.9,en,Thriller
9477,1980-02-11,Moscow Does Not Believe in Tears,7.8,ru,"Drama, Comedy, Romance"
9478,1985-11-15,Once Bitten,5.6,en,"Comedy, Horror, Romance"
9479,1981-06-17,Escape to Victory,6.8,en,"Drama, War"
9480,2018-06-28,How to Be Really Bad,6.9,de,Comedy
9481,1959-01-01,Sube y Baja,8,es,Comedy
9482,2020-12-11,Wild Mountain Thyme,5.3,en,"Romance, Drama"
9483,2006-08-23,Taxidermia,6.6,hu,"Drama, Horror, Comedy"
9484,2021-07-23,Val,7.1,en,Documentary
9485,2007-09-28,Feast of Love,6.2,en,"Romance, Drama"
9486,1997-10-10,Live Flesh,7.1,es,"Drama, Thriller, Romance"
9487,2012-12-25,Room on the Broom,6.4,en,"Family, Animation"
9488,1997-12-25,The Postman,6.2,en,"Science Fiction, Adventure, Action, War"
9489,2016-11-12,My Friend's Mom,3.8,ko,Romance
9490,1989-02-24,American Ninja 3: Blood Hunt,4.8,en,"Action, Adventure, Drama"
9491,1976-08-13,Futureworld,6,en,"Action, Adventure, Science Fiction, Thriller"
9492,2016-03-22,Elvis & Nixon,5.9,en,"Drama, Comedy, History"
9493,1988-02-21,The Incredible Hulk Returns,6.1,en,"Action, Drama, Adventure, TV Movie"
9494,2015-09-17,Southbound,6,en,"Fantasy, Thriller, Horror, Science Fiction"
9495,2010-10-08,Inside Job,7.7,en,Documentary
9496,2017-09-12,Victor Crowley,5.6,en,"Comedy, Horror"
9497,2016-10-21,King Cobra,5.9,en,"Crime, Drama"
9498,1946-08-23,The Big Sleep,7.7,en,"Crime, Mystery, Thriller"
9499,2002-04-20,Detective Conan: The Phantom of Baker Street,7.6,ja,"Animation, Adventure, Mystery"
9500,2018-09-04,King of Thieves,5.4,en,"Crime, Drama"
9501,1994-10-01,Twin Sitters,6.4,en,"Comedy, Family, Thriller"
9502,1977-07-15,Sinbad and the Eye of the Tiger,6.6,en,"Action, Adventure, Family, Fantasy, Science Fiction"
9503,1994-12-08,Drop Zone,5.6,en,"Action, Thriller"
9504,2013-07-05,Hammer of the Gods,4.4,en,"History, Action, Adventure"
9505,2019-12-06,Daniel Isn't Real,6.1,en,"Horror, Mystery"
9506,2012-07-16,The Punisher: Dirty Laundry,7.1,en,"Drama, Action, Thriller"
9507,1969-05-09,Pippi Longstocking,6.8,sv,"Adventure, Family"
9508,2016-11-19,Assassination Classroom the Movie: 365 Days' Time,6.7,ja,"Action, Animation, Comedy"
9509,2016-04-26,Guernica,5.4,es,"Drama, War, Romance"
9510,2008-12-30,Jack Hunter and the Quest for Akhenaten's Tomb,6.4,en,Adventure
9511,2001-02-02,Valentine,5.4,en,"Horror, Thriller"
9512,2009-09-23,Fame,5.7,en,"Music, Comedy, Drama, Romance"
9513,2008-10-07,Feast II: Sloppy Seconds,5.3,en,"Action, Comedy, Horror, Thriller"
9514,1987-11-26,"Planes, Trains and Automobiles",7.2,en,Comedy
9515,2015-06-07,Underdog Kids,5.6,en,"Family, Action"
9516,1933-12-18,Alice in Wonderland,6.2,en,"Adventure, Family, Fantasy"
9517,2001-06-27,Baby Boy,7.1,en,"Crime, Drama, Romance, Thriller"
9518,1994-03-31,The Gods Must Be Funny in China,5.3,cn,Comedy
9519,1987-08-14,Can't Buy Me Love,7,en,"Drama, Comedy, Romance"
9520,2018-07-19,Billionaire Boys Club,5.6,en,"Drama, Thriller"
9521,2007-06-17,Teeth,5.2,en,"Comedy, Horror"
9522,2020-01-31,The Assistant,6.5,en,Drama
9523,1933-05-27,Three Little Pigs,6.8,en,"Music, Animation, Comedy, Family"
9524,2010-06-17,Kidnapped,6,es,"Horror, Thriller"
9525,2004-09-12,A Dirty Shame,5.3,en,Comedy
9526,2015-04-04,Persona 3 the Movie: #3 Falling Down,7.1,ja,"Action, Animation, Fantasy"
9527,2013-03-23,Rape Zombie: Lust of the Dead 2,4.6,ja,"Horror, Comedy"
9528,2013-06-12,Stranger by the Lake,6.3,fr,"Drama, Thriller"
9529,2012-03-08,Cleanskin,5.7,en,"Drama, Thriller, Crime"
9530,2021-04-29,Audible,7.1,en,Documentary
9531,2018-05-25,A Rough Draft,5.5,ru,"Fantasy, Action"
9532,2012-12-23,Minecraft: The Story of Mojang,7.3,en,Documentary
9533,2011-05-12,Attack the Block,6.4,en,"Action, Comedy, Science Fiction"
9534,1989-07-05,Weekend at Bernie's,6.4,en,"Comedy, Crime"
9535,1990-10-19,White Palace,6.2,en,"Drama, Romance"
9536,1968-09-19,Funny Girl,7.3,en,"Comedy, Drama, Romance"
9537,2009-10-21,Lucky Luke,4.4,fr,"Comedy, Western, Adventure"
9538,2007-03-09,I Want You,4.8,it,"Romance, Comedy"
9539,2017-01-06,Arsenal,4.6,en,Thriller
9540,2014-10-21,See No Evil 2,5.3,en,Horror
9541,1949-10-06,The Heiress,7.7,en,"Drama, History, Romance"
9542,2020-10-08,Enforcement,6.2,da,"Action, Crime, Thriller"
9543,2020-07-30,El encanto,6.3,es,Drama
9544,2010-08-20,Lottery Ticket,5.6,en,Comedy
9545,2002-11-15,Half Past Dead,5.2,en,"Crime, Action, Thriller"
9546,2013-03-08,The ABCs of Death,5,en,Horror
9547,2005-08-12,The Great Raid,6.6,en,"Action, History, War"
9548,2022-02-16,Chickenhare and the Hamster of Darkness,6.4,en,"Adventure, Animation, Comedy, Family, Fantasy"
9549,1997-11-05,Fireworks,7.7,ja,"Crime, Drama"
9550,2011-06-11,iParty with Victorious,7.8,en,"TV Movie, Comedy, Family, Music"
9551,2019-02-21,The Conquest of Siberia,6.4,ru,"History, Action, Drama"
9552,1999-11-09,Herod's Law,8,es,"Comedy, Crime, Drama"
9553,2006-03-29,The Valet,5.9,fr,Comedy
9554,2006-01-13,Glory Road,7.5,en,"Drama, History"
9555,2009-10-16,The Stepfather,5.8,en,"Horror, Thriller"
9556,2003-09-19,Cold Creek Manor,5.3,en,"Mystery, Thriller"
9557,1994-11-04,Double Dragon,4.3,en,"Action, Adventure, Comedy"
9558,2017-08-17,The Mimic,6.6,ko,"Horror, Thriller"
9559,1989-03-03,Lean On Me,7.2,en,Drama
9560,2006-09-06,Inland Empire,7.1,en,"Drama, Horror, Mystery, Fantasy"
9561,2019-11-01,Crown Vic,6.1,en,"Crime, Drama"
9562,2018-08-10,Dog Days,6.8,en,"Romance, Comedy, Drama"
9563,2001-04-20,The Devil's Backbone,7.3,es,"Fantasy, Drama, Horror, Thriller"
9564,1990-05-09,Buried Alive,6.7,en,"TV Movie, Horror, Thriller"
9565,2000-06-30,The Adventures of Rocky & Bullwinkle,4.1,en,"Family, Adventure, Animation, Comedy, Fantasy"
9566,2010-05-13,Poetry,7.5,ko,Drama
9567,2008-12-05,Extreme Movie,4.6,en,Comedy
9568,2001-03-08,Get Over It,5.6,en,"Comedy, Romance"
9569,2003-11-04,Boundin',6.6,en,"Animation, Family, Music, Comedy"
9570,1988-10-13,Mystic Pizza,6.3,en,"Comedy, Drama, Romance"
9571,1969-04-03,Marquis de Sade: Justine,5.3,it,"Drama, Horror"
9572,2015-10-16,Tales of Halloween,5.7,en,"Horror, Thriller, Drama"
9573,2009-12-23,It's Complicated,6.5,en,"Comedy, Romance"
9574,2018-10-13,Up to You,7,ja,Romance
